Genome,Compound_name,growth_rate,Compound,Metabolite,Higher.Level.Classification,ex_agree,vit_grow,vit_gr_rate,vit_agree,single_agreement,agreement,agreement_status
F2M12,glcnac,0,EX_acgam_e,N-Acetyl-D-glucosamine,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M12,adenine,0,EX_ade_e,Adenine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
F2M12,oxoglutarate,0,EX_akg_e,2-Oxoglutarate,Ketones/Aldehydes,1,0,0,0,0,0,org_agree
F2M12,alanine,0,EX_ala__L_e,L-Alanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M12,beta-alanine,0,EX_ala_B_e,Beta-Alanine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
F2M12,arabinose,0,EX_arab__L_e,L-Arabinose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M12,arginine,0.589213866,EX_arg__L_e,L-Arginine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,asparagine,0,EX_asn__L_e,L-Asparagine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M12,aspartate,0.395733318,EX_asp__L_e,L-Aspartate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,butanol,0,EX_btoh_e,Butanol,Alcohol,0,0,0,0,0,0,org_agree
F2M12,butyrate,0.821261856,EX_but_e,Butyrate (n-C4:0),Phospholipids/Fatty Acids/Triglycerides,0,0,0,-1,-1,-1,false_neg
F2M12,benzoate,0,EX_bz_e,Benzoate,Carboxylic Acid,1,1,21.188544752084756,1,1,1,false_pos
F2M12,cellobiose,3.854127637,EX_cellb_e,Cellobiose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,citrate,0,EX_cit_e,Citrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2M12,cytosine,0,EX_csn_e,Cytosine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
F2M12,cysteine,0,EX_cys__L_e,L-Cysteine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M12,cytidine,0.554159508,EX_cytd_e,Cytidine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,deoxyuridine,0,EX_duri_e,Deoxyuridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
F2M12,ethanol,0,EX_etoh_e,Ethanol,Alcohol,1,0,0,0,0,0,org_agree
F2M12,fructose,3.190555583,EX_fru_e,D-Fructose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,fucose,0,EX_fuc__L_e,L-Fucose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M12,fumarate,0,EX_fum_e,Fumarate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2M12,galactose,4.364451693,EX_gal_e,D-Galactose,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
F2M12,galactosamine,0,EX_galam_e,D Galactosamine C6H13NO5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2M12,galacturonate,2.394779794,EX_galur_e,D-Galacturonate,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
F2M12,glucosamine,0,EX_gam_e,D-Glucosamine,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M12,glucose,2.97615043,EX_glc__D_e,D-Glucose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,gluconate,1.291176021,EX_glcn_e,D-Gluconate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
F2M12,glucuronate,0,EX_glcur_e,D-Glucuronate,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M12,glutamine,0.305737268,EX_gln__L_e,L-Glutamine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,glutamate,1.214333298,EX_glu__L_e,L-Glutamate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,glycine,0,EX_gly_e,Glycine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M12,glycerol,1.598936275,EX_glyc_e,Glycerol,Alcohol,0,0,0,-1,-1,-1,false_neg
F2M12,glycolate,0,EX_glyclt_e,Glycolate C2H3O3,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2M12,glycogen,3.406377169,EX_glycogen_e,Glycogen C6H10O5,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
F2M12,histidine,0,EX_his__L_e,L-Histidine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M12,homoserine,0,EX_hom__L_e,L-Homoserine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M12,isocitrate,0,EX_icit_e,Isocitrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2M12,isoleucine,0.489826121,EX_ile__L_e,L-Isoleucine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,inositol,0,EX_inost_e,Myo-Inositol,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M12,lactate,0,EX_lac__L_e,L-Lactate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2M12,lactose,3.195361201,EX_lcts_e,Lactose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,leucine,0.424299584,EX_leu__L_e,L-Leucine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,lysine,0,EX_lys__L_e,L-Lysine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M12,malate,0,EX_mal__L_e,L-Malate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2M12,maltose,3.316977011,EX_malt_e,Maltose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,galactan,0,EX_malttr_e,Maltotriose C18H32O16,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2M12,mannose,0.782497671,EX_man_e,D-Mannose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,melibiose,4.497792332,EX_melib_e,Melibiose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,methionine,0,EX_met__L_e,L-Methionine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M12,mannitol,3.294552008,EX_mnl_e,D-Mannitol,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,pectin,2.7750692,EX_pectin_e,Pectin C6H7O6,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
F2M12,phenylalanine,0,EX_phe__L_e,L-Phenylalanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M12,propionate,2.056168684,EX_ppa_e,Propionate (n-C3:0),Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
F2M12,propanol,0,EX_ppoh_e,1-Propanol,Alcohol,0,0,0,0,0,0,org_agree
F2M12,proline,0.31371623,EX_pro__L_e,L-Proline,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,pullulan,2.726548217,EX_pullulan1200_e,"Pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds",Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
F2M12,pyruvate,1.364086492,EX_pyr_e,Pyruvate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
F2M12,raffinose,1.669377498,EX_raffin_e,Raffinose C18H32O16,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,ribose,0,EX_rib__D_e,D-Ribose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M12,rhamnose,0,EX_rmn_e,L-Rhamnose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2M12,sarcosine,0,EX_sarcs_e,Sarcosine C3H7NO2,Carboxylic Acid,0,0,0,0,0,0,org_agree
F2M12,sorbitol,0,EX_sbt__D_e,D-Sorbitol,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M12,serine,0.423488594,EX_ser__L_e,L-Serine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,starch,3.52177098,EX_starch_e,Starch C12H20O10,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
F2M12,succinate,0,EX_succ_e,Succinate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2M12,sucrose,2.82262603,EX_sucr_e,Sucrose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,tartrate,0,EX_tartr__L_e,L-tartrate,Carboxylic Acid,0,0,0,0,0,0,org_agree
F2M12,taurine,0,EX_taur_e,Taurine C2H7NO3S,Organic Sulfur,1,0,0,0,0,0,org_agree
F2M12,threonine,0,EX_thr__L_e,L-Threonine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M12,thymine,0,EX_thym_e,Thymine C5H6N2O2,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
F2M12,thymidine,0,EX_thymd_e,Thymidine C10H14N2O5,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
F2M12,tryptophan,0,EX_trp__L_e,L-Tryptophan,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M12,tyrosine,0,EX_tyr__L_e,L-Tyrosine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M12,uracil,0,EX_ura_e,Uracil,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
F2M12,uridine,0.611027837,EX_uri_e,Uridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,valine,0.264299092,EX_val__L_e,L-Valine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,xylose,3.247957202,EX_xyl__D_e,D-Xylose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M12,xylitol,0,EX_xylt_e,Xylitol C5H12O5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2M13,3m2-oxybutyrate,0,EX_3mob_e,3-Methyl-2-oxobutanoate,Carboxylic Acid,0,0,0,0,0,0,org_agree
F2M13,acetate,3.117417366,EX_ac_e,Acetate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
F2M13,galnac,0,EX_acgal_e,N-Acetyl-D-galactosamine,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2M13,glcnac,0,EX_acgam_e,N-Acetyl-D-glucosamine,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M13,adenine,0,EX_ade_e,Adenine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
F2M13,oxoglutarate,0,EX_akg_e,2-Oxoglutarate,Ketones/Aldehydes,0,0,0,0,0,0,org_agree
F2M13,alanine,0,EX_ala__L_e,L-Alanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M13,beta-alanine,0,EX_ala_B_e,Beta-Alanine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
F2M13,arabinose,0,EX_arab__L_e,L-Arabinose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M13,arginine,0.49242888,EX_arg__L_e,L-Arginine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,asparagine,0,EX_asn__L_e,L-Asparagine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M13,aspartate,0.463920251,EX_asp__L_e,L-Aspartate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,butanol,0,EX_btoh_e,Butanol,Alcohol,0,0,0,0,0,0,org_agree
F2M13,butyrate,0.613891032,EX_but_e,Butyrate (n-C4:0),Phospholipids/Fatty Acids/Triglycerides,0,0,0,-1,-1,-1,false_neg
F2M13,benzoate,0,EX_bz_e,Benzoate,Carboxylic Acid,0,0,0,0,0,0,org_agree
F2M13,cellobiose,4.378972248,EX_cellb_e,Cellobiose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,citrate,0,EX_cit_e,Citrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2M13,cytosine,0,EX_csn_e,Cytosine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
F2M13,cysteine,0,EX_cys__L_e,L-Cysteine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M13,cytidine,0.620757897,EX_cytd_e,Cytidine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,deoxyuridine,0,EX_duri_e,Deoxyuridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
F2M13,ethanol,0,EX_etoh_e,Ethanol,Alcohol,1,0,0,0,0,0,org_agree
F2M13,fructose,0,EX_fru_e,D-Fructose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M13,fucose,0,EX_fuc__L_e,L-Fucose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2M13,fumarate,0,EX_fum_e,Fumarate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2M13,galactose,4.578599279,EX_gal_e,D-Galactose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,galactosamine,0,EX_galam_e,D Galactosamine C6H13NO5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2M13,galacturonate,0,EX_galur_e,D-Galacturonate,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M13,glucosamine,0,EX_gam_e,D-Glucosamine,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M13,glucose,2.625615455,EX_glc__D_e,D-Glucose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,gluconate,0,EX_glcn_e,D-Gluconate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2M13,glucuronate,0,EX_glcur_e,D-Glucuronate,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M13,glutamine,0.692744818,EX_gln__L_e,L-Glutamine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,glutamate,1.332941701,EX_glu__L_e,L-Glutamate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,glycine,0,EX_gly_e,Glycine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M13,glycerol,1.752464765,EX_glyc_e,Glycerol,Alcohol,0,0,0,-1,-1,-1,false_neg
F2M13,glycolate,0,EX_glyclt_e,Glycolate C2H3O3,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2M13,glycogen,0.257906527,EX_glycogen_e,Glycogen C6H10O5,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
F2M13,histidine,0,EX_his__L_e,L-Histidine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M13,homoserine,0,EX_hom__L_e,L-Homoserine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M13,isocitrate,0,EX_icit_e,Isocitrate,Carboxylic Acid,0,0,0,0,0,0,org_agree
F2M13,isoleucine,0.427699846,EX_ile__L_e,L-Isoleucine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,inositol,0,EX_inost_e,Myo-Inositol,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M13,lactate,0,EX_lac__L_e,L-Lactate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2M13,lactose,2.66635732,EX_lcts_e,Lactose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,leucine,0.666087766,EX_leu__L_e,L-Leucine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,lysine,0,EX_lys__L_e,L-Lysine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M13,malate,0,EX_mal__L_e,L-Malate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2M13,maltose,4.911364591,EX_malt_e,Maltose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,galactan,0,EX_malttr_e,Maltotriose C18H32O16,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M13,mannose,0,EX_man_e,D-Mannose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M13,melibiose,3.905743457,EX_melib_e,Melibiose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,methionine,0,EX_met__L_e,L-Methionine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M13,mannitol,5.059558452,EX_mnl_e,D-Mannitol,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,pectin,0,EX_pectin_e,Pectin C6H7O6,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2M13,phenylalanine,0,EX_phe__L_e,L-Phenylalanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M13,propionate,1.699368704,EX_ppa_e,Propionate (n-C3:0),Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
F2M13,propanol,0,EX_ppoh_e,1-Propanol,Alcohol,0,0,0,0,0,0,org_agree
F2M13,proline,0.455561886,EX_pro__L_e,L-Proline,Amino Acids/Derivatives,0,1,29.756548669562154,0,0,0,org_agree
F2M13,pullulan,2.911544071,EX_pullulan1200_e,"Pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds",Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
F2M13,pyruvate,1.890500564,EX_pyr_e,Pyruvate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
F2M13,raffinose,1.17359483,EX_raffin_e,Raffinose C18H32O16,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,ribose,0,EX_rib__D_e,D-Ribose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M13,rhamnose,0,EX_rmn_e,L-Rhamnose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2M13,sarcosine,0,EX_sarcs_e,Sarcosine C3H7NO2,Carboxylic Acid,0,0,0,0,0,0,org_agree
F2M13,sorbitol,0,EX_sbt__D_e,D-Sorbitol,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M13,serine,0.685344464,EX_ser__L_e,L-Serine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,starch,2.278606491,EX_starch_e,Starch C12H20O10,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
F2M13,succinate,0,EX_succ_e,Succinate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2M13,sucrose,4.213434233,EX_sucr_e,Sucrose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,tartrate,0,EX_tartr__L_e,L-tartrate,Carboxylic Acid,0,0,0,0,0,0,org_agree
F2M13,taurine,0,EX_taur_e,Taurine C2H7NO3S,Organic Sulfur,0,0,0,0,0,0,org_agree
F2M13,threonine,0,EX_thr__L_e,L-Threonine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M13,thymine,0,EX_thym_e,Thymine C5H6N2O2,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
F2M13,thymidine,0.361440408,EX_thymd_e,Thymidine C10H14N2O5,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,tryptophan,0,EX_trp__L_e,L-Tryptophan,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M13,tyrosine,0,EX_tyr__L_e,L-Tyrosine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M13,uracil,0,EX_ura_e,Uracil,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
F2M13,uridine,0.862538666,EX_uri_e,Uridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,-1,-1,-1,false_neg
F2M13,valine,0,EX_val__L_e,L-Valine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2M13,xylose,0,EX_xyl__D_e,D-Xylose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2M13,xylitol,0,EX_xylt_e,Xylitol C5H12O5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2R02,3m2-oxybutyrate,0,EX_3mob_e,3-Methyl-2-oxobutanoate,Carboxylic Acid,0,0,0,0,0,0,org_agree
F2R02,acetate,2.475136731,EX_ac_e,Acetate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
F2R02,galnac,0,EX_acgal_e,N-Acetyl-D-galactosamine,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2R02,glcnac,0,EX_acgam_e,N-Acetyl-D-glucosamine,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2R02,adenine,0,EX_ade_e,Adenine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,1,1.3976485467639392,1,0,0,single_rescue
F2R02,oxoglutarate,0.652015311,EX_akg_e,2-Oxoglutarate,Ketones/Aldehydes,0,0,0,-1,-1,-1,false_neg
F2R02,alanine,0,EX_ala__L_e,L-Alanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2R02,beta-alanine,0,EX_ala_B_e,Beta-Alanine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
F2R02,arabinose,0,EX_arab__L_e,L-Arabinose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2R02,arginine,0,EX_arg__L_e,L-Arginine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2R02,asparagine,2.510777109,EX_asn__L_e,L-Asparagine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2R02,aspartate,2.288824549,EX_asp__L_e,L-Aspartate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2R02,butanol,0,EX_btoh_e,Butanol,Alcohol,1,0,0,0,0,0,org_agree
F2R02,butyrate,0,EX_but_e,Butyrate (n-C4:0),Phospholipids/Fatty Acids/Triglycerides,1,0,0,0,0,0,org_agree
F2R02,benzoate,0,EX_bz_e,Benzoate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2R02,cellobiose,0,EX_cellb_e,Cellobiose,Carbohydrates/Derivatives,1,1,4.302306664873974,1,0,0,single_rescue
F2R02,citrate,0,EX_cit_e,Citrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2R02,cytosine,0,EX_csn_e,Cytosine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
F2R02,cysteine,2.037029377,EX_cys__L_e,L-Cysteine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
F2R02,cytidine,0,EX_cytd_e,Cytidine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,1,13.745761824359697,1,1,1,false_pos
F2R02,deoxyuridine,0,EX_duri_e,Deoxyuridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,0,0,0,org_agree
F2R02,ethanol,0,EX_etoh_e,Ethanol,Alcohol,0,0,0,0,0,0,org_agree
F2R02,fructose,0,EX_fru_e,D-Fructose,Carbohydrates/Derivatives,1,1,4.302306664873974,1,0,0,single_rescue
F2R02,fucose,0,EX_fuc__L_e,L-Fucose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2R02,fumarate,4.145937429,EX_fum_e,Fumarate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
F2R02,galactose,0,EX_gal_e,D-Galactose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2R02,galactosamine,0,EX_galam_e,D Galactosamine C6H13NO5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2R02,galacturonate,0,EX_galur_e,D-Galacturonate,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2R02,glucosamine,2.024272165,EX_gam_e,D-Glucosamine,Carbohydrates/Derivatives,0,1,4.3876262985895025,0,0,0,org_agree
F2R02,glucose,0,EX_glc__D_e,D-Glucose,Carbohydrates/Derivatives,1,1,4.302306664874045,1,0,0,single_rescue
F2R02,gluconate,4.543785556,EX_glcn_e,D-Gluconate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
F2R02,glucuronate,0,EX_glcur_e,D-Glucuronate,Carbohydrates/Derivatives,1,1,3.8498239968905708,1,0,0,single_rescue
F2R02,glutamine,0,EX_gln__L_e,L-Glutamine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2R02,glutamate,4.709358602,EX_glu__L_e,L-Glutamate,Amino Acids/Derivatives,0,0,0,-1,0,0,single_rescue
F2R02,glycine,0,EX_gly_e,Glycine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2R02,glycerol,0,EX_glyc_e,Glycerol,Alcohol,1,1,3.767108715670865,1,0,0,single_rescue
F2R02,glycolate,0,EX_glyclt_e,Glycolate C2H3O3,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2R02,glycogen,0,EX_glycogen_e,Glycogen C6H10O5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2R02,histidine,0,EX_his__L_e,L-Histidine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2R02,homoserine,0,EX_hom__L_e,L-Homoserine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2R02,isocitrate,0,EX_icit_e,Isocitrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2R02,isoleucine,0,EX_ile__L_e,L-Isoleucine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2R02,inositol,0,EX_inost_e,Myo-Inositol,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2R02,lactate,0,EX_lac__L_e,L-Lactate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2R02,lactose,0,EX_lcts_e,Lactose C12H22O11,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2R02,leucine,0,EX_leu__L_e,L-Leucine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2R02,lysine,0,EX_lys__L_e,L-Lysine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2R02,malate,0,EX_mal__L_e,L-Malate,Carboxylic Acid,1,0,0,0,0,0,org_agree
F2R02,maltose,0,EX_malt_e,Maltose C12H22O11,Carbohydrates/Derivatives,1,1,4.302306664874006,1,0,0,single_rescue
F2R02,galactan,0,EX_malttr_e,Maltotriose C18H32O16,Carbohydrates/Derivatives,1,1,4.302306664874003,1,0,0,single_rescue
F2R02,mannose,0,EX_man_e,D-Mannose,Carbohydrates/Derivatives,1,1,4.3023066648739245,1,0,0,single_rescue
F2R02,melibiose,0,EX_melib_e,Melibiose C12H22O11,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
F2R02,methionine,0,EX_met__L_e,L-Methionine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2R02,mannitol,0,EX_mnl_e,D-Mannitol,Carbohydrates/Derivatives,1,1,4.302306664874017,1,0,0,single_rescue
F2R02,pectin,0,EX_pectin_e,Pectin C6H7O6,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
F2R02,phenylalanine,0,EX_phe__L_e,L-Phenylalanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
F2R02,propionate,0,EX_ppa_e,Propionate (n-C3:0),Carboxylic Acid,1,0,0,0,0,0,org_agree
F2R02,propanol,0,EX_ppoh_e,1-Propanol,Alcohol,1,0,0,0,0,0,org_agree
