Genome.prokka	GTDB.Taxonomy
TARA_SAMEA2622822_METAG_KAJMIAIP-prokka	d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__UBA6935;g__UBA6935;s__UBA6935 sp002722705
TARA_SAMEA2622822_METAG_KBPNGAMH-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__UBA11996;s__UBA11996 sp002722155
TARA_SAMEA2622822_METAG_KGNHGHNB-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__AEGEAN-183;s__
TARA_SAMEA2622822_METAG_KHPMEDOP-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__AEGEAN-169;f__GCA-002718135;g__MarineAlpha5-Bin7;s__MarineAlpha5-Bin7 sp002938195
TARA_SAMEA2622822_METAG_KOEBKKPP-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__CAJWPI01;s__CAJWPI01 sp913045055
TARA_SAMEA2622822_METAG_LGBPLJON-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA6929;s__UBA6929 sp002448815
TARA_SAMEA2622822_METAG_MJJDODNH-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002716945;g__GCA-2716945;s__GCA-2716945 sp002716945
TARA_SAMEA2622822_METAG_OGCALNKE-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__GCA-002720895;f__GCA-002720895;g__GCA-002720895;s__GCA-002720895 sp002717245
TARA_SAMEA2622822_METAG_PPEPLHJD-prokka	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA6930;g__UBA6930;s__UBA6930 sp002450755
TARA_SAMEA2622823_METAG_AOIDCFLB-prokka	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA2982;s__UBA2982 sp002347035
TARA_SAMEA2622823_METAG_BEFCNFOE-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp002721995
TARA_SAMEA2622823_METAG_BGCLLDIO-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA868;s__UBA868 sp002346525
TARA_SAMEA2622823_METAG_BHGDDDOD-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2721105;s__GCA-2721105 sp002721105
TARA_SAMEA2622823_METAG_CFMOJEHO-prokka	d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA2968;f__UBA2968;g__UBA6620;s__UBA6620 sp002433075
TARA_SAMEA2622823_METAG_CMDHGKGK-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__
TARA_SAMEA2622823_METAG_DMBEIDLO-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella_A;s__
TARA_SAMEA2622823_METAG_EFBMEGBD-prokka	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA1138;s__UBA1138 sp002724575
TARA_SAMEA2622823_METAG_ELMEKHMK-prokka	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__UBA8437;s__UBA8437 sp002724415
TARA_SAMEA2622823_METAG_FBOGAHJJ-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__UBA6614;s__UBA6614 sp002721895
TARA_SAMEA2622823_METAG_GOFKMFMO-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__UBA2993;s__UBA2993 sp002721705
TARA_SAMEA2622823_METAG_HHHENNDP-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA1280;f__UBA12223;g__UBA12223;s__UBA12223 sp002937495
TARA_SAMEA2622823_METAG_IEILDKPM-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA2987;g__Moanabacter;s__Moanabacter tarae
TARA_SAMEA2622823_METAG_INOGNMCC-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__GCA-2730975;s__
TARA_SAMEA2622823_METAG_KADFMIEB-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp002708885
TARA_SAMEA2622823_METAG_KCIBHMFJ-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__GCA-2717185;g__GCA-2717185;s__GCA-2717185 sp002717185
TARA_SAMEA2622823_METAG_KGGCKLGK-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA11889;s__UBA11889 sp002708205
TARA_SAMEA2622823_METAG_KJDALBOO-prokka	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA2994;s__UBA2994 sp002346545
TARA_SAMEA2622823_METAG_MGGLIPFK-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__GCA-2717465;s__GCA-2717465 sp002717465
TARA_SAMEA2622823_METAG_MLHCOEJP-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__SZUA-117 sp913031125
TARA_SAMEA2622823_METAG_MPCLEBGO-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__;g__;s__
TARA_SAMEA2622823_METAG_OCIPKANB-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__S15-B10;g__S15-B10;s__S15-B10 sp002448795
TARA_SAMEA2622823_METAG_OKBBBHIE-prokka	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA6626;s__UBA6626 sp002716625
TARA_SAMEA2622823_METAG_OKEDOLHM-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__UBA6627;s__UBA6627 sp002455955
TARA_SAMEA2622823_METAG_OKMMJLKJ-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__UBA2991;s__UBA2991 sp002346645
TARA_SAMEA2622823_METAG_PECEPINN-prokka	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA2990;s__UBA2990 sp002347025
TARA_SAMEA2622837_METAG_AFJNLKBG-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__MED-G09;f__MED-G09;g__;s__
TARA_SAMEA2622837_METAG_AOCBMCKK-prokka	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA2988;s__UBA2988 sp002346665
TARA_SAMEA2622837_METAG_BCCMNEFM-prokka	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11657;g__UBA11657;s__UBA11657 sp002346435
TARA_SAMEA2622837_METAG_BEOLKKCE-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1127;f__UBA1127;g__GCA-2717925;s__GCA-2717925 sp002717925
TARA_SAMEA2622837_METAG_CJEHOFFG-prokka	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__UBA9264;s__UBA9264 sp002724245
TARA_SAMEA2622837_METAG_DEPIABGA-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA9410;s__UBA9410 sp002714485
TARA_SAMEA2622837_METAG_DIBDDNCD-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__CAJXCD01;g__CAJXCD01;s__CAJXCD01 sp913051545
TARA_SAMEA2622837_METAG_DMBFDJMC-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6926;f__VFHL01;g__VFHL01;s__VFHL01 sp009392005
TARA_SAMEA2622837_METAG_DMCHDHDD-prokka	d__Bacteria;p__Chloroflexota;c__UBA11872;o__UBA11872;f__VXNJ01;g__CAJWLF01;s__CAJWLF01 sp913043205
TARA_SAMEA2622837_METAG_EGIJALGM-prokka	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__;s__
TARA_SAMEA2622837_METAG_EPMHDJGB-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA3002;g__UBA3002;s__UBA3002 sp002346425
TARA_SAMEA2622837_METAG_FJHMIHLF-prokka	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__;s__
TARA_SAMEA2622837_METAG_FLJJGFFL-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__GCA-002700125;s__GCA-002700125 sp009392285
TARA_SAMEA2622837_METAG_HBAPHKBN-prokka	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__CAJWLK01;s__CAJWLK01 sp913043255
TARA_SAMEA2622837_METAG_HLHPBMON-prokka	d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA2968;f__GCA-2709665;g__GCA-2709665;s__GCA-2709665 sp002709665
TARA_SAMEA2622837_METAG_IKHPFKLM-prokka	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__UBA6623;g__UBA6623;s__UBA6623 sp002433055
TARA_SAMEA2622837_METAG_INCIHHJP-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TCS55;s__TCS55 sp001577025
TARA_SAMEA2622837_METAG_JFEFLGPD-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6926;f__UBA6926;g__UBA6926;s__UBA6926 sp002450835
TARA_SAMEA2622837_METAG_JMDHKPDK-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__JABJCN01;g__JABJCN01;s__JABJCN01 sp913046175
TARA_SAMEA2622837_METAG_KACCJKKA-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544;s__
TARA_SAMEA2622837_METAG_KBBJICNN-prokka	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__UBA8437;s__UBA8437 sp002724315
TARA_SAMEA2622837_METAG_KEABLLDN-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002716945;g__GCA-2701705;s__
TARA_SAMEA2622837_METAG_LGNHAJJH-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA2995;g__UBA2995;s__UBA2995 sp002346535
TARA_SAMEA2622837_METAG_LKADBGOG-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Thalassobaculales;f__Thalassobaculaceae;g__GCA-2722775;s__GCA-2722775 sp002722775
TARA_SAMEA2622837_METAG_LLDONMCH-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__GCA-002712965;s__GCA-002712965 sp009392815
TARA_SAMEA2622837_METAG_MANGALKA-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2985;f__UBA2985;g__VFHP01;s__VFHP01 sp009391535
TARA_SAMEA2622837_METAG_MEOGPOJG-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__GCA-2717385;g__GCA-2717385;s__GCA-2717385 sp002717385
TARA_SAMEA2622837_METAG_MFKGCOCC-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA3495;s__UBA3495 sp009392775
TARA_SAMEA2622837_METAG_MNEPLOKD-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6952;f__QGNO01;g__QGNO01;s__
TARA_SAMEA2622837_METAG_NAOINJEI-prokka	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__DTWD01;s__
TARA_SAMEA2622837_METAG_PAODPMMI-prokka	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA6934;s__UBA6934 sp002346625
TARA_SAMEA2622837_METAG_PCMKELBL-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__CAJWUJ01;f__CAJWUJ01;g__CAJWUJ01;s__CAJWUJ01 sp913047625
TARA_SAMEA2622837_METAG_POOBDMOF-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__S20-B6;s__S20-B6 sp002346745
TARA_SAMEA2622837_METAG_PPDOBEOP-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2985;f__UBA2985;g__UBA2985;s__UBA2985 sp002717805
TARA_SAMEA2622842_METAG_COKGKMAM-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A marinus_T
TARA_SAMEA2622842_METAG_GCHHCKCP-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002716945;g__CACLCV01;s__CACLCV01 sp913045115
TARA_SAMEA2622842_METAG_GPFJFIHD-prokka	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__GCA-2720865;s__GCA-2720865 sp002720865
TARA_SAMEA2622842_METAG_OMAOBCHI-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8592;g__UBA8592;s__UBA8592 sp002380145
TARA_SAMEA2622843_METAG_AHKNABLD-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__GCA-002722245;s__GCA-002722245 sp002720635
TARA_SAMEA2622843_METAG_BGMDGEHN-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp002722255
TARA_SAMEA2622843_METAG_CFGEOLOP-prokka	d__Bacteria;p__UBP17;c__UBA6191;o__UBA6191;f__UBA6191;g__;s__
TARA_SAMEA2622843_METAG_DAKDFHIO-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__UBA974 sp002722795
TARA_SAMEA2622843_METAG_DILOGMNI-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663;s__
TARA_SAMEA2622843_METAG_GFDEHKKO-prokka	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA8087;s__UBA8087 sp002709755
TARA_SAMEA2622843_METAG_HAPJAMBJ-prokka	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1668;s__UBA1668 sp002717655
TARA_SAMEA2622843_METAG_HMLKNLLC-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-2715565;s__GCA-2715565 sp002715565
TARA_SAMEA2622843_METAG_KHMHMHPH-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__TMED127;f__TMED127;g__GCA-2715305;s__GCA-2715305 sp002715305
TARA_SAMEA2622843_METAG_NCDLFJCE-prokka	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1668;s__UBA1668 sp002716385
TARA_SAMEA2622843_METAG_OFHGMBOK-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Casp-alpha2;g__UBA3470;s__UBA3470 sp002709525
TARA_SAMEA2622843_METAG_OLFFNFGB-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__TMED167;s__TMED167 sp002723345
TARA_SAMEA2622901_METAG_DGHDOPOK-prokka	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Bac17;f__UBA816;g__UBA816;s__UBA816 sp002313635
TARA_SAMEA2622901_METAG_HJHFBKGL-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__UBA1096 sp002453165
TARA_SAMEA2622901_METAG_OJIJLFFE-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Parvicellaceae;g__GCA-002727735;s__
TARA_SAMEA2622923_METAG_ACHMAPPN-prokka	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465;s__UBA3465 sp002730875
TARA_SAMEA2622923_METAG_DLBMCHKI-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__UBA1100;s__UBA1100 sp002719595
TARA_SAMEA2622923_METAG_DNGLHAAI-prokka	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter sp003538835
TARA_SAMEA2622923_METAG_EKBDKBDM-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TMED108;s__TMED108 sp913046805
TARA_SAMEA2622923_METAG_JAPLMJLG-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Thalassobaculales;f__Thalassobaculaceae;g__GCA-002701455;s__GCA-002701455 sp902629125
TARA_SAMEA2623059_METAG_DKMMFCNI-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MED-G52;s__MED-G52 sp001627375
TARA_SAMEA2623059_METAG_EJJJHNLO-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-2711125;s__
TARA_SAMEA2623059_METAG_FJBFNHMP-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__TMED109_A;f__TMED131;g__GCA-2732015;s__
TARA_SAMEA2623059_METAG_JNNADOBH-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3537;s__UBA3537 sp002709185
TARA_SAMEA2623059_METAG_NOCDOODJ-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__
TARA_SAMEA2623079_METAG_BEHLNHMO-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002716945;g__;s__
TARA_SAMEA2623079_METAG_CJOCBLOE-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp902591645
TARA_SAMEA2623079_METAG_DAGBKOGK-prokka	d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__GCA-2693325;s__
TARA_SAMEA2623079_METAG_EBBOFHII-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__
TARA_SAMEA2623079_METAG_JKHHHBLP-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Hylemonella;s__Hylemonella sp003500955
TARA_SAMEA2623079_METAG_KJALDNFC-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__TMED78;s__
TARA_SAMEA2623079_METAG_NJMDAEIA-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__
TARA_SAMEA2623079_METAG_OAONAFLK-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__MedAcidi-G1;s__MedAcidi-G1 sp002299135
TARA_SAMEA2623079_METAG_PNPIALGA-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TMED108;s__
TARA_SAMEA2623098_METAG_BFNDOAOF-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__PBBK01;s__PBBK01 sp002717685
TARA_SAMEA2623098_METAG_HGPGGPGN-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002712055
TARA_SAMEA2623098_METAG_NJIGAFGO-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__S20-B6;s__S20-B6 sp002699725
TARA_SAMEA2623116_METAG_AKICMCEA-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002725095
TARA_SAMEA2623116_METAG_BHDMLDOE-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__MED-G21;s__
TARA_SAMEA2623116_METAG_BKENEDBE-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478;s__UBA3478 sp002691685
TARA_SAMEA2623116_METAG_BPALAOKI-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48;s__TMED48 sp003509025
TARA_SAMEA2623116_METAG_CBIBJFOP-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__
TARA_SAMEA2623116_METAG_CEBKNMEO-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UA16;s__UA16 sp002690915
TARA_SAMEA2623116_METAG_EKHKFBBO-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__
TARA_SAMEA2623116_METAG_ENFCKONC-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002700775
TARA_SAMEA2623116_METAG_EOBOOHOI-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UA16;s__UA16 sp002323795
TARA_SAMEA2623116_METAG_GBAGDOMD-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48;s__TMED48 sp002731695
TARA_SAMEA2623116_METAG_GFHKPCNN-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002726435
TARA_SAMEA2623116_METAG_GJPACEJC-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp002420315
TARA_SAMEA2623116_METAG_HDAFLMCO-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__GCA-2690565;s__GCA-2690565 sp913045955
TARA_SAMEA2623116_METAG_HIAOIBEN-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8;s__
TARA_SAMEA2623116_METAG_HPDEEJHG-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002726925
TARA_SAMEA2623116_METAG_IDGLDLOI-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__AG-339-G14;s__
TARA_SAMEA2623116_METAG_IJGFKNPC-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA8366;s__UBA8366 sp913043025
TARA_SAMEA2623116_METAG_KDGFJIJM-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__GCA-2707145;s__
TARA_SAMEA2623116_METAG_LCHCHCLK-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-2697505;s__
TARA_SAMEA2623116_METAG_MCLFJCFB-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__Arctic95D-9;s__Arctic95D-9 sp002726915
TARA_SAMEA2623116_METAG_MIGMGHMD-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__HIMB30 sp002730235
TARA_SAMEA2623116_METAG_MLHPBBMM-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp003210755
TARA_SAMEA2623116_METAG_MOMOJFAF-prokka	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__S36-B12;s__S36-B12 sp002729215
TARA_SAMEA2623116_METAG_NIJBHEFL-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002684935
TARA_SAMEA2623116_METAG_OJKPDKPG-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAJWYM01;g__CAJWYM01;s__CAJWYM01 sp913049555
TARA_SAMEA2623116_METAG_OLAOEOMG-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus_B;s__Roseibacillus_B sp002729275
TARA_SAMEA2623116_METAG_PAGKDFNI-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245
TARA_SAMEA2623116_METAG_PKFJONFM-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA8649;g__JAFMKE01;s__JAFMKE01 sp016777395
TARA_SAMEA2623135_METAG_ADKAGOMC-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__GCA-2730975;s__GCA-2730975 sp002730975
